len(selected_patterns):1; curr precision: 0.9958; curr recall: 0.0108; curr f1: 0.0214; curr tp: 1178; curr fp: 5; curr fn: 107973; curr tn: 1563173; precision of pattern: 0.9963; tp, abs. recall of pattern: 1178; pattern: _OTOKEN_perfect; pattern type: l0
len(selected_patterns):458; curr precision: 0.9082; curr recall: 0.5416; curr f1: 0.6785; curr tp: 59113; curr fp: 5975; curr fn: 50038; curr tn: 1557203; precision of pattern: 0.6875; tp, abs. recall of pattern: 29; pattern: _OTOKEN_significant; pattern type: l0
len(selected_patterns):459; curr precision: 0.9081; curr recall: 0.5418; curr f1: 0.6787; curr tp: 59140; curr fp: 5986; curr fn: 50011; curr tn: 1557192; precision of pattern: 0.6875; tp, abs. recall of pattern: 27; pattern: _OTOKEN_dim; pattern type: l0
len(selected_patterns):460; curr precision: 0.9079; curr recall: 0.5419; curr f1: 0.6787; curr tp: 59150; curr fp: 5997; curr fn: 50001; curr tn: 1557181; precision of pattern: 0.6923; tp, abs. recall of pattern: 10; pattern: _OTOKEN_advantages; pattern type: l0
len(selected_patterns):461; curr precision: 0.9069; curr recall: 0.5445; curr f1: 0.6804; curr tp: 59430; curr fp: 6100; curr fn: 49721; curr tn: 1557078; precision of pattern: 0.675; tp, abs. recall of pattern: 280; pattern: _OTOKEN_powerful; pattern type: l0
len(selected_patterns):462; curr precision: 0.9059; curr recall: 0.5454; curr f1: 0.6809; curr tp: 59528; curr fp: 6180; curr fn: 49623; curr tn: 1556998; precision of pattern: 0.68; tp, abs. recall of pattern: 98; pattern: _OTOKEN_liked; pattern type: l0
len(selected_patterns):463; curr precision: 0.9054; curr recall: 0.5466; curr f1: 0.6817; curr tp: 59660; curr fp: 6232; curr fn: 49491; curr tn: 1556946; precision of pattern: 0.6667; tp, abs. recall of pattern: 132; pattern: _OTOKEN_surprised; pattern type: l0
len(selected_patterns):464; curr precision: 0.9048; curr recall: 0.5471; curr f1: 0.6819; curr tp: 59721; curr fp: 6280; curr fn: 49430; curr tn: 1556898; precision of pattern: 0.6667; tp, abs. recall of pattern: 61; pattern: _OTOKEN_wide; pattern type: l0
len(selected_patterns):465; curr precision: 0.9047; curr recall: 0.5475; curr f1: 0.6822; curr tp: 59760; curr fp: 6298; curr fn: 49391; curr tn: 1556880; precision of pattern: 0.6667; tp, abs. recall of pattern: 39; pattern: _OTOKEN_appreciate; pattern type: l0
len(selected_patterns):466; curr precision: 0.9045; curr recall: 0.5478; curr f1: 0.6824; curr tp: 59794; curr fp: 6312; curr fn: 49357; curr tn: 1556866; precision of pattern: 0.6667; tp, abs. recall of pattern: 34; pattern: _OTOKEN_hesitant; pattern type: l0
len(selected_patterns):467; curr precision: 0.9044; curr recall: 0.5481; curr f1: 0.6826; curr tp: 59828; curr fp: 6322; curr fn: 49323; curr tn: 1556856; precision of pattern: 0.6667; tp, abs. recall of pattern: 34; pattern: _OTOKEN_slowly; pattern type: l0
len(selected_patterns):468; curr precision: 0.9041; curr recall: 0.5484; curr f1: 0.6827; curr tp: 59854; curr fp: 6347; curr fn: 49297; curr tn: 1556831; precision of pattern: 0.6667; tp, abs. recall of pattern: 26; pattern: _OTOKEN_lucky; pattern type: l0
len(selected_patterns):469; curr precision: 0.904; curr recall: 0.5486; curr f1: 0.6828; curr tp: 59878; curr fp: 6362; curr fn: 49273; curr tn: 1556816; precision of pattern: 0.6667; tp, abs. recall of pattern: 24; pattern: _OTOKEN_lags; pattern type: l0
len(selected_patterns):470; curr precision: 0.9038; curr recall: 0.5488; curr f1: 0.6829; curr tp: 59897; curr fp: 6377; curr fn: 49254; curr tn: 1556801; precision of pattern: 0.6667; tp, abs. recall of pattern: 19; pattern: _OTOKEN_overheat; pattern type: l0
len(selected_patterns):471; curr precision: 0.9038; curr recall: 0.5489; curr f1: 0.683; curr tp: 59914; curr fp: 6379; curr fn: 49237; curr tn: 1556799; precision of pattern: 0.6667; tp, abs. recall of pattern: 17; pattern: _OTOKEN_delicate; pattern type: l0
len(selected_patterns):472; curr precision: 0.9038; curr recall: 0.5491; curr f1: 0.6831; curr tp: 59931; curr fp: 6382; curr fn: 49220; curr tn: 1556796; precision of pattern: 0.6667; tp, abs. recall of pattern: 17; pattern: _OTOKEN_hotter; pattern type: l0
len(selected_patterns):473; curr precision: 0.9036; curr recall: 0.5492; curr f1: 0.6832; curr tp: 59946; curr fp: 6398; curr fn: 49205; curr tn: 1556780; precision of pattern: 0.6667; tp, abs. recall of pattern: 15; pattern: _OTOKEN_challenge; pattern type: l0
len(selected_patterns):474; curr precision: 0.9036; curr recall: 0.5493; curr f1: 0.6833; curr tp: 59961; curr fp: 6398; curr fn: 49190; curr tn: 1556780; precision of pattern: 0.6667; tp, abs. recall of pattern: 15; pattern: _OTOKEN_tremendous; pattern type: l0
len(selected_patterns):475; curr precision: 0.9033; curr recall: 0.5495; curr f1: 0.6833; curr tp: 59976; curr fp: 6419; curr fn: 49175; curr tn: 1556759; precision of pattern: 0.6667; tp, abs. recall of pattern: 15; pattern: _OTOKEN_drops; pattern type: l0
len(selected_patterns):476; curr precision: 0.9033; curr recall: 0.5496; curr f1: 0.6834; curr tp: 59990; curr fp: 6422; curr fn: 49161; curr tn: 1556756; precision of pattern: 0.6667; tp, abs. recall of pattern: 14; pattern: _OTOKEN_flexes; pattern type: l0
len(selected_patterns):477; curr precision: 0.903; curr recall: 0.5497; curr f1: 0.6834; curr tp: 60004; curr fp: 6445; curr fn: 49147; curr tn: 1556733; precision of pattern: 0.6667; tp, abs. recall of pattern: 14; pattern: _OTOKEN_losing; pattern type: l0
len(selected_patterns):478; curr precision: 0.903; curr recall: 0.5499; curr f1: 0.6835; curr tp: 60017; curr fp: 6445; curr fn: 49134; curr tn: 1556733; precision of pattern: 0.6667; tp, abs. recall of pattern: 13; pattern: _OTOKEN_rigid; pattern type: l0
len(selected_patterns):479; curr precision: 0.903; curr recall: 0.55; curr f1: 0.6836; curr tp: 60030; curr fp: 6447; curr fn: 49121; curr tn: 1556731; precision of pattern: 0.6667; tp, abs. recall of pattern: 13; pattern: _OTOKEN_lightest; pattern type: l0
len(selected_patterns):480; curr precision: 0.9029; curr recall: 0.5501; curr f1: 0.6837; curr tp: 60043; curr fp: 6456; curr fn: 49108; curr tn: 1556722; precision of pattern: 0.6667; tp, abs. recall of pattern: 13; pattern: _OTOKEN_troubles; pattern type: l0
len(selected_patterns):481; curr precision: 0.9029; curr recall: 0.5502; curr f1: 0.6837; curr tp: 60056; curr fp: 6461; curr fn: 49095; curr tn: 1556717; precision of pattern: 0.6667; tp, abs. recall of pattern: 13; pattern: _OTOKEN_equal; pattern type: l0
len(selected_patterns):482; curr precision: 0.9028; curr recall: 0.5503; curr f1: 0.6838; curr tp: 60069; curr fp: 6469; curr fn: 49082; curr tn: 1556709; precision of pattern: 0.6667; tp, abs. recall of pattern: 13; pattern: _OTOKEN_firm; pattern type: l0
len(selected_patterns):483; curr precision: 0.9028; curr recall: 0.5504; curr f1: 0.6839; curr tp: 60081; curr fp: 6472; curr fn: 49070; curr tn: 1556706; precision of pattern: 0.6667; tp, abs. recall of pattern: 12; pattern: _OTOKEN_impress; pattern type: l0
len(selected_patterns):484; curr precision: 0.9027; curr recall: 0.5505; curr f1: 0.684; curr tp: 60093; curr fp: 6476; curr fn: 49058; curr tn: 1556702; precision of pattern: 0.6667; tp, abs. recall of pattern: 12; pattern: _OTOKEN_cracking; pattern type: l0
len(selected_patterns):485; curr precision: 0.9026; curr recall: 0.5507; curr f1: 0.684; curr tp: 60105; curr fp: 6484; curr fn: 49046; curr tn: 1556694; precision of pattern: 0.6667; tp, abs. recall of pattern: 12; pattern: _OTOKEN_opposite; pattern type: l0
len(selected_patterns):486; curr precision: 0.9025; curr recall: 0.5508; curr f1: 0.6841; curr tp: 60117; curr fp: 6496; curr fn: 49034; curr tn: 1556682; precision of pattern: 0.6667; tp, abs. recall of pattern: 12; pattern: _OTOKEN_empty; pattern type: l0
len(selected_patterns):487; curr precision: 0.9024; curr recall: 0.5509; curr f1: 0.6841; curr tp: 60129; curr fp: 6502; curr fn: 49022; curr tn: 1556676; precision of pattern: 0.6667; tp, abs. recall of pattern: 12; pattern: _OTOKEN_unsure; pattern type: l0
len(selected_patterns):488; curr precision: 0.9022; curr recall: 0.551; curr f1: 0.6842; curr tp: 60141; curr fp: 6517; curr fn: 49010; curr tn: 1556661; precision of pattern: 0.6667; tp, abs. recall of pattern: 12; pattern: _OTOKEN_minus; pattern type: l0
len(selected_patterns):489; curr precision: 0.9021; curr recall: 0.5511; curr f1: 0.6842; curr tp: 60153; curr fp: 6525; curr fn: 48998; curr tn: 1556653; precision of pattern: 0.6667; tp, abs. recall of pattern: 12; pattern: _OTOKEN_welcome; pattern type: l0
len(selected_patterns):490; curr precision: 0.902; curr recall: 0.5512; curr f1: 0.6843; curr tp: 60165; curr fp: 6536; curr fn: 48986; curr tn: 1556642; precision of pattern: 0.6667; tp, abs. recall of pattern: 12; pattern: _OTOKEN_productive; pattern type: l0
len(selected_patterns):491; curr precision: 0.9019; curr recall: 0.5513; curr f1: 0.6843; curr tp: 60177; curr fp: 6547; curr fn: 48974; curr tn: 1556631; precision of pattern: 0.6667; tp, abs. recall of pattern: 12; pattern: _OTOKEN_suffer; pattern type: l0
len(selected_patterns):492; curr precision: 0.9019; curr recall: 0.5514; curr f1: 0.6844; curr tp: 60188; curr fp: 6549; curr fn: 48963; curr tn: 1556629; precision of pattern: 0.6667; tp, abs. recall of pattern: 11; pattern: _OTOKEN_worn; pattern type: l0
len(selected_patterns):493; curr precision: 0.9019; curr recall: 0.5515; curr f1: 0.6845; curr tp: 60199; curr fp: 6549; curr fn: 48952; curr tn: 1556629; precision of pattern: 0.6667; tp, abs. recall of pattern: 11; pattern: _OTOKEN_incompatible; pattern type: l0
len(selected_patterns):494; curr precision: 0.9017; curr recall: 0.5516; curr f1: 0.6845; curr tp: 60210; curr fp: 6561; curr fn: 48941; curr tn: 1556617; precision of pattern: 0.6667; tp, abs. recall of pattern: 11; pattern: _OTOKEN_reccomend; pattern type: l0
len(selected_patterns):495; curr precision: 0.9018; curr recall: 0.5517; curr f1: 0.6846; curr tp: 60221; curr fp: 6561; curr fn: 48930; curr tn: 1556617; precision of pattern: 0.6667; tp, abs. recall of pattern: 11; pattern: _OTOKEN_overkill; pattern type: l0
len(selected_patterns):496; curr precision: 0.9017; curr recall: 0.5518; curr f1: 0.6846; curr tp: 60231; curr fp: 6565; curr fn: 48920; curr tn: 1556613; precision of pattern: 0.6667; tp, abs. recall of pattern: 10; pattern: _OTOKEN_reliably; pattern type: l0
len(selected_patterns):497; curr precision: 0.9016; curr recall: 0.5519; curr f1: 0.6847; curr tp: 60241; curr fp: 6571; curr fn: 48910; curr tn: 1556607; precision of pattern: 0.6667; tp, abs. recall of pattern: 10; pattern: _OTOKEN_sharpness; pattern type: l0
len(selected_patterns):498; curr precision: 0.8993; curr recall: 0.5548; curr f1: 0.6862; curr tp: 60552; curr fp: 6784; curr fn: 48599; curr tn: 1556394; precision of pattern: 0.6471; tp, abs. recall of pattern: 311; pattern: _OTOKEN_simple; pattern type: l0
len(selected_patterns):499; curr precision: 0.8983; curr recall: 0.5565; curr f1: 0.6872; curr tp: 60740; curr fp: 6878; curr fn: 48411; curr tn: 1556300; precision of pattern: 0.6494; tp, abs. recall of pattern: 188; pattern: _OTOKEN_smaller; pattern type: l0
len(selected_patterns):500; curr precision: 0.8981; curr recall: 0.5571; curr f1: 0.6877; curr tp: 60813; curr fp: 6898; curr fn: 48338; curr tn: 1556280; precision of pattern: 0.65; tp, abs. recall of pattern: 73; pattern: _OTOKEN_flaw; pattern type: l0
len(selected_patterns):501; curr precision: 0.8955; curr recall: 0.5598; curr f1: 0.6889; curr tp: 61101; curr fp: 7132; curr fn: 48050; curr tn: 1556046; precision of pattern: 0.6429; tp, abs. recall of pattern: 288; pattern: _OTOKEN_quickly; pattern type: l0
len(selected_patterns):502; curr precision: 0.8946; curr recall: 0.561; curr f1: 0.6896; curr tp: 61238; curr fp: 7213; curr fn: 47913; curr tn: 1555965; precision of pattern: 0.64; tp, abs. recall of pattern: 137; pattern: _OTOKEN_clean; pattern type: l0
len(selected_patterns):503; curr precision: 0.8939; curr recall: 0.5622; curr f1: 0.6903; curr tp: 61366; curr fp: 7284; curr fn: 47785; curr tn: 1555894; precision of pattern: 0.6429; tp, abs. recall of pattern: 128; pattern: _OTOKEN_enjoy; pattern type: l0
len(selected_patterns):504; curr precision: 0.8933; curr recall: 0.5632; curr f1: 0.6909; curr tp: 61478; curr fp: 7345; curr fn: 47673; curr tn: 1555833; precision of pattern: 0.641; tp, abs. recall of pattern: 112; pattern: _OTOKEN_beat; pattern type: l0
len(selected_patterns):505; curr precision: 0.8932; curr recall: 0.5638; curr f1: 0.6913; curr tp: 61544; curr fp: 7358; curr fn: 47607; curr tn: 1555820; precision of pattern: 0.6364; tp, abs. recall of pattern: 66; pattern: _OTOKEN_heavier; pattern type: l0
len(selected_patterns):506; curr precision: 0.8929; curr recall: 0.5643; curr f1: 0.6916; curr tp: 61597; curr fp: 7385; curr fn: 47554; curr tn: 1555793; precision of pattern: 0.64; tp, abs. recall of pattern: 53; pattern: _OTOKEN_fair; pattern type: l0
len(selected_patterns):507; curr precision: 0.8928; curr recall: 0.5647; curr f1: 0.6919; curr tp: 61643; curr fp: 7401; curr fn: 47508; curr tn: 1555777; precision of pattern: 0.6364; tp, abs. recall of pattern: 46; pattern: _OTOKEN_blank; pattern type: l0
len(selected_patterns):508; curr precision: 0.8925; curr recall: 0.565; curr f1: 0.692; curr tp: 61671; curr fp: 7429; curr fn: 47480; curr tn: 1555749; precision of pattern: 0.6429; tp, abs. recall of pattern: 28; pattern: _OTOKEN_cooler; pattern type: l0
len(selected_patterns):509; curr precision: 0.8924; curr recall: 0.5653; curr f1: 0.6921; curr tp: 61698; curr fp: 7436; curr fn: 47453; curr tn: 1555742; precision of pattern: 0.6364; tp, abs. recall of pattern: 27; pattern: _OTOKEN_missed; pattern type: l0
len(selected_patterns):510; curr precision: 0.8925; curr recall: 0.5655; curr f1: 0.6923; curr tp: 61720; curr fp: 7436; curr fn: 47431; curr tn: 1555742; precision of pattern: 0.6364; tp, abs. recall of pattern: 22; pattern: _OTOKEN_slowed; pattern type: l0
len(selected_patterns):511; curr precision: 0.8903; curr recall: 0.5692; curr f1: 0.6944; curr tp: 62124; curr fp: 7653; curr fn: 47027; curr tn: 1555525; precision of pattern: 0.6316; tp, abs. recall of pattern: 404; pattern: _OTOKEN_high; pattern type: l0
len(selected_patterns):512; curr precision: 0.889; curr recall: 0.5724; curr f1: 0.6964; curr tp: 62481; curr fp: 7799; curr fn: 46670; curr tn: 1555379; precision of pattern: 0.6262; tp, abs. recall of pattern: 357; pattern: _OTOKEN_heavy; pattern type: l0
len(selected_patterns):513; curr precision: 0.8868; curr recall: 0.5752; curr f1: 0.6978; curr tp: 62780; curr fp: 8014; curr fn: 46371; curr tn: 1555164; precision of pattern: 0.6294; tp, abs. recall of pattern: 299; pattern: _OTOKEN_free; pattern type: l0
len(selected_patterns):514; curr precision: 0.8861; curr recall: 0.5766; curr f1: 0.6986; curr tp: 62933; curr fp: 8087; curr fn: 46218; curr tn: 1555091; precision of pattern: 0.6316; tp, abs. recall of pattern: 153; pattern: _OTOKEN_trouble; pattern type: l0
len(selected_patterns):515; curr precision: 0.8857; curr recall: 0.578; curr f1: 0.6995; curr tp: 63086; curr fp: 8145; curr fn: 46065; curr tn: 1555033; precision of pattern: 0.6304; tp, abs. recall of pattern: 153; pattern: _OTOKEN_higher; pattern type: l0
len(selected_patterns):516; curr precision: 0.885; curr recall: 0.5791; curr f1: 0.7001; curr tp: 63207; curr fp: 8211; curr fn: 45944; curr tn: 1554967; precision of pattern: 0.6271; tp, abs. recall of pattern: 121; pattern: _OTOKEN_tiny; pattern type: l0
len(selected_patterns):517; curr precision: 0.8848; curr recall: 0.5795; curr f1: 0.7003; curr tp: 63256; curr fp: 8238; curr fn: 45895; curr tn: 1554940; precision of pattern: 0.625; tp, abs. recall of pattern: 49; pattern: _OTOKEN_comparable; pattern type: l0
len(selected_patterns):518; curr precision: 0.8848; curr recall: 0.5797; curr f1: 0.7005; curr tp: 63279; curr fp: 8242; curr fn: 45872; curr tn: 1554936; precision of pattern: 0.625; tp, abs. recall of pattern: 23; pattern: _OTOKEN_failing; pattern type: l0
len(selected_patterns):519; curr precision: 0.8847; curr recall: 0.5799; curr f1: 0.7006; curr tp: 63298; curr fp: 8253; curr fn: 45853; curr tn: 1554925; precision of pattern: 0.625; tp, abs. recall of pattern: 19; pattern: _OTOKEN_rare; pattern type: l0
len(selected_patterns):520; curr precision: 0.8846; curr recall: 0.5801; curr f1: 0.7007; curr tp: 63314; curr fp: 8262; curr fn: 45837; curr tn: 1554916; precision of pattern: 0.625; tp, abs. recall of pattern: 16; pattern: _OTOKEN_flickering; pattern type: l0
len(selected_patterns):521; curr precision: 0.8845; curr recall: 0.5802; curr f1: 0.7007; curr tp: 63330; curr fp: 8273; curr fn: 45821; curr tn: 1554905; precision of pattern: 0.625; tp, abs. recall of pattern: 16; pattern: _OTOKEN_flies; pattern type: l0
len(selected_patterns):522; curr precision: 0.8845; curr recall: 0.5803; curr f1: 0.7008; curr tp: 63344; curr fp: 8273; curr fn: 45807; curr tn: 1554905; precision of pattern: 0.625; tp, abs. recall of pattern: 14; pattern: _OTOKEN_simpler; pattern type: l0
len(selected_patterns):523; curr precision: 0.8842; curr recall: 0.5805; curr f1: 0.7008; curr tp: 63357; curr fp: 8295; curr fn: 45794; curr tn: 1554883; precision of pattern: 0.625; tp, abs. recall of pattern: 13; pattern: _OTOKEN_crack; pattern type: l0
len(selected_patterns):524; curr precision: 0.8838; curr recall: 0.581; curr f1: 0.7011; curr tp: 63420; curr fp: 8340; curr fn: 45731; curr tn: 1554838; precision of pattern: 0.619; tp, abs. recall of pattern: 63; pattern: _OTOKEN_garbage; pattern type: l0
len(selected_patterns):525; curr precision: 0.8834; curr recall: 0.5814; curr f1: 0.7013; curr tp: 63459; curr fp: 8373; curr fn: 45692; curr tn: 1554805; precision of pattern: 0.6154; tp, abs. recall of pattern: 39; pattern: _OTOKEN_met; pattern type: l0
len(selected_patterns):526; curr precision: 0.8834; curr recall: 0.5817; curr f1: 0.7015; curr tp: 63496; curr fp: 8383; curr fn: 45655; curr tn: 1554795; precision of pattern: 0.6154; tp, abs. recall of pattern: 37; pattern: _OTOKEN_negatives; pattern type: l0
