len(selected_patterns):1; curr precision: 1.0; curr recall: 0.0195; curr f1: 0.0383; curr tp: 2387; curr fp: 0; curr fn: 119860; curr tn: 1385277; precision of pattern: 1.0; tp, abs. recall of pattern: 2387; pattern: _OTOKEN_delicious; pattern type: l0
len(selected_patterns):479; curr precision: 0.9388; curr recall: 0.5577; curr f1: 0.6997; curr tp: 68180; curr fp: 4444; curr fn: 54067; curr tn: 1380833; precision of pattern: 0.8; tp, abs. recall of pattern: 84; pattern: _OTOKEN_overly; pattern type: l0
len(selected_patterns):480; curr precision: 0.9388; curr recall: 0.558; curr f1: 0.6999; curr tp: 68210; curr fp: 4449; curr fn: 54037; curr tn: 1380828; precision of pattern: 0.8; tp, abs. recall of pattern: 30; pattern: _OTOKEN_bitter; pattern type: l0
len(selected_patterns):481; curr precision: 0.9387; curr recall: 0.5582; curr f1: 0.7001; curr tp: 68237; curr fp: 4453; curr fn: 54010; curr tn: 1380824; precision of pattern: 0.8; tp, abs. recall of pattern: 27; pattern: _OTOKEN_smoky; pattern type: l0
len(selected_patterns):482; curr precision: 0.9387; curr recall: 0.5584; curr f1: 0.7002; curr tp: 68260; curr fp: 4461; curr fn: 53987; curr tn: 1380816; precision of pattern: 0.8; tp, abs. recall of pattern: 23; pattern: _OTOKEN_executed; pattern type: l0
len(selected_patterns):483; curr precision: 0.9387; curr recall: 0.5586; curr f1: 0.7004; curr tp: 68283; curr fp: 4461; curr fn: 53964; curr tn: 1380816; precision of pattern: 0.8; tp, abs. recall of pattern: 23; pattern: _OTOKEN_lacks; pattern type: l0
len(selected_patterns):484; curr precision: 0.9387; curr recall: 0.5587; curr f1: 0.7005; curr tp: 68302; curr fp: 4461; curr fn: 53945; curr tn: 1380816; precision of pattern: 0.8; tp, abs. recall of pattern: 19; pattern: _OTOKEN_legit; pattern type: l0
len(selected_patterns):485; curr precision: 0.9387; curr recall: 0.5589; curr f1: 0.7006; curr tp: 68318; curr fp: 4463; curr fn: 53929; curr tn: 1380814; precision of pattern: 0.8; tp, abs. recall of pattern: 16; pattern: _OTOKEN_bottomless; pattern type: l0
len(selected_patterns):486; curr precision: 0.9386; curr recall: 0.559; curr f1: 0.7007; curr tp: 68334; curr fp: 4469; curr fn: 53913; curr tn: 1380808; precision of pattern: 0.8; tp, abs. recall of pattern: 16; pattern: _OTOKEN_handmade; pattern type: l0
len(selected_patterns):487; curr precision: 0.9386; curr recall: 0.5591; curr f1: 0.7008; curr tp: 68348; curr fp: 4471; curr fn: 53899; curr tn: 1380806; precision of pattern: 0.8; tp, abs. recall of pattern: 14; pattern: _OTOKEN_sophisticated; pattern type: l0
len(selected_patterns):488; curr precision: 0.9386; curr recall: 0.5592; curr f1: 0.7008; curr tp: 68359; curr fp: 4472; curr fn: 53888; curr tn: 1380805; precision of pattern: 0.8; tp, abs. recall of pattern: 11; pattern: _OTOKEN_spongy; pattern type: l0
len(selected_patterns):489; curr precision: 0.9386; curr recall: 0.5593; curr f1: 0.7009; curr tp: 68369; curr fp: 4475; curr fn: 53878; curr tn: 1380802; precision of pattern: 0.8; tp, abs. recall of pattern: 10; pattern: _OTOKEN_stuffy; pattern type: l0
len(selected_patterns):490; curr precision: 0.938; curr recall: 0.5607; curr f1: 0.7019; curr tp: 68549; curr fp: 4531; curr fn: 53698; curr tn: 1380746; precision of pattern: 0.7917; tp, abs. recall of pattern: 180; pattern: _OTOKEN_yum; pattern type: l0
len(selected_patterns):491; curr precision: 0.9378; curr recall: 0.562; curr f1: 0.7028; curr tp: 68705; curr fp: 4554; curr fn: 53542; curr tn: 1380723; precision of pattern: 0.7941; tp, abs. recall of pattern: 156; pattern: _OTOKEN_tiny; pattern type: l0
len(selected_patterns):492; curr precision: 0.9376; curr recall: 0.563; curr f1: 0.7035; curr tp: 68819; curr fp: 4579; curr fn: 53428; curr tn: 1380698; precision of pattern: 0.7857; tp, abs. recall of pattern: 114; pattern: _OTOKEN_dirty; pattern type: l0
len(selected_patterns):493; curr precision: 0.9375; curr recall: 0.5632; curr f1: 0.7037; curr tp: 68851; curr fp: 4587; curr fn: 53396; curr tn: 1380690; precision of pattern: 0.7857; tp, abs. recall of pattern: 32; pattern: _OTOKEN_lightly; pattern type: l0
len(selected_patterns):494; curr precision: 0.936; curr recall: 0.5661; curr f1: 0.7055; curr tp: 69210; curr fp: 4735; curr fn: 53037; curr tn: 1380542; precision of pattern: 0.7798; tp, abs. recall of pattern: 359; pattern: _OTOKEN_high; pattern type: l0
len(selected_patterns):495; curr precision: 0.9355; curr recall: 0.5671; curr f1: 0.7062; curr tp: 69330; curr fp: 4779; curr fn: 52917; curr tn: 1380498; precision of pattern: 0.7778; tp, abs. recall of pattern: 120; pattern: _OTOKEN_fair; pattern type: l0
len(selected_patterns):496; curr precision: 0.9354; curr recall: 0.5675; curr f1: 0.7064; curr tp: 69373; curr fp: 4791; curr fn: 52874; curr tn: 1380486; precision of pattern: 0.7778; tp, abs. recall of pattern: 43; pattern: _OTOKEN_ignored; pattern type: l0
len(selected_patterns):497; curr precision: 0.9354; curr recall: 0.5678; curr f1: 0.7066; curr tp: 69408; curr fp: 4791; curr fn: 52839; curr tn: 1380486; precision of pattern: 0.7778; tp, abs. recall of pattern: 35; pattern: _OTOKEN_unusual; pattern type: l0
len(selected_patterns):498; curr precision: 0.9352; curr recall: 0.568; curr f1: 0.7068; curr tp: 69437; curr fp: 4809; curr fn: 52810; curr tn: 1380468; precision of pattern: 0.7778; tp, abs. recall of pattern: 29; pattern: _OTOKEN_annoyed; pattern type: l0
len(selected_patterns):499; curr precision: 0.935; curr recall: 0.5682; curr f1: 0.7068; curr tp: 69457; curr fp: 4825; curr fn: 52790; curr tn: 1380452; precision of pattern: 0.7778; tp, abs. recall of pattern: 20; pattern: _OTOKEN_shocked; pattern type: l0
len(selected_patterns):500; curr precision: 0.9343; curr recall: 0.5721; curr f1: 0.7096; curr tp: 69935; curr fp: 4916; curr fn: 52312; curr tn: 1380361; precision of pattern: 0.773; tp, abs. recall of pattern: 478; pattern: _OTOKEN_disappointed; pattern type: l0
len(selected_patterns):501; curr precision: 0.9342; curr recall: 0.5725; curr f1: 0.7099; curr tp: 69987; curr fp: 4932; curr fn: 52260; curr tn: 1380345; precision of pattern: 0.7692; tp, abs. recall of pattern: 52; pattern: _OTOKEN_laid; pattern type: l0
len(selected_patterns):502; curr precision: 0.9316; curr recall: 0.5798; curr f1: 0.7148; curr tp: 70884; curr fp: 5204; curr fn: 51363; curr tn: 1380073; precision of pattern: 0.7611; tp, abs. recall of pattern: 897; pattern: _OTOKEN_small; pattern type: l0
len(selected_patterns):503; curr precision: 0.9301; curr recall: 0.5832; curr f1: 0.7169; curr tp: 71294; curr fp: 5358; curr fn: 50953; curr tn: 1379919; precision of pattern: 0.7559; tp, abs. recall of pattern: 410; pattern: _OTOKEN_fast; pattern type: l0
len(selected_patterns):504; curr precision: 0.9299; curr recall: 0.5839; curr f1: 0.7174; curr tp: 71381; curr fp: 5380; curr fn: 50866; curr tn: 1379897; precision of pattern: 0.7568; tp, abs. recall of pattern: 87; pattern: _OTOKEN_modern; pattern type: l0
len(selected_patterns):505; curr precision: 0.9297; curr recall: 0.5841; curr f1: 0.7175; curr tp: 71410; curr fp: 5402; curr fn: 50837; curr tn: 1379875; precision of pattern: 0.7647; tp, abs. recall of pattern: 29; pattern: _OTOKEN_cheesy; pattern type: l0
len(selected_patterns):506; curr precision: 0.9293; curr recall: 0.5857; curr f1: 0.7186; curr tp: 71605; curr fp: 5449; curr fn: 50642; curr tn: 1379828; precision of pattern: 0.75; tp, abs. recall of pattern: 195; pattern: _OTOKEN_soft; pattern type: l0
len(selected_patterns):507; curr precision: 0.9292; curr recall: 0.5861; curr f1: 0.7188; curr tp: 71648; curr fp: 5461; curr fn: 50599; curr tn: 1379816; precision of pattern: 0.75; tp, abs. recall of pattern: 43; pattern: _OTOKEN_patient; pattern type: l0
len(selected_patterns):508; curr precision: 0.9291; curr recall: 0.5863; curr f1: 0.7189; curr tp: 71674; curr fp: 5467; curr fn: 50573; curr tn: 1379810; precision of pattern: 0.75; tp, abs. recall of pattern: 26; pattern: _OTOKEN_broken; pattern type: l0
len(selected_patterns):509; curr precision: 0.9289; curr recall: 0.5865; curr f1: 0.719; curr tp: 71697; curr fp: 5487; curr fn: 50550; curr tn: 1379790; precision of pattern: 0.75; tp, abs. recall of pattern: 23; pattern: _OTOKEN_pain; pattern type: l0
len(selected_patterns):510; curr precision: 0.9288; curr recall: 0.5867; curr f1: 0.7191; curr tp: 71719; curr fp: 5499; curr fn: 50528; curr tn: 1379778; precision of pattern: 0.75; tp, abs. recall of pattern: 22; pattern: _OTOKEN_steal; pattern type: l0
len(selected_patterns):511; curr precision: 0.9286; curr recall: 0.5868; curr f1: 0.7192; curr tp: 71739; curr fp: 5515; curr fn: 50508; curr tn: 1379762; precision of pattern: 0.75; tp, abs. recall of pattern: 20; pattern: _OTOKEN_lazy; pattern type: l0
len(selected_patterns):512; curr precision: 0.9286; curr recall: 0.587; curr f1: 0.7193; curr tp: 71758; curr fp: 5519; curr fn: 50489; curr tn: 1379758; precision of pattern: 0.75; tp, abs. recall of pattern: 19; pattern: _OTOKEN_blast; pattern type: l0
len(selected_patterns):513; curr precision: 0.9285; curr recall: 0.5871; curr f1: 0.7194; curr tp: 71777; curr fp: 5527; curr fn: 50470; curr tn: 1379750; precision of pattern: 0.75; tp, abs. recall of pattern: 19; pattern: _OTOKEN_smiling; pattern type: l0
len(selected_patterns):514; curr precision: 0.9284; curr recall: 0.5873; curr f1: 0.7195; curr tp: 71795; curr fp: 5534; curr fn: 50452; curr tn: 1379743; precision of pattern: 0.75; tp, abs. recall of pattern: 18; pattern: _OTOKEN_stupid; pattern type: l0
len(selected_patterns):515; curr precision: 0.9283; curr recall: 0.5874; curr f1: 0.7195; curr tp: 71812; curr fp: 5546; curr fn: 50435; curr tn: 1379731; precision of pattern: 0.75; tp, abs. recall of pattern: 17; pattern: _OTOKEN_hooked; pattern type: l0
len(selected_patterns):516; curr precision: 0.9282; curr recall: 0.5876; curr f1: 0.7196; curr tp: 71828; curr fp: 5560; curr fn: 50419; curr tn: 1379717; precision of pattern: 0.75; tp, abs. recall of pattern: 16; pattern: _OTOKEN_ordinary; pattern type: l0
len(selected_patterns):517; curr precision: 0.9281; curr recall: 0.5877; curr f1: 0.7197; curr tp: 71842; curr fp: 5562; curr fn: 50405; curr tn: 1379715; precision of pattern: 0.75; tp, abs. recall of pattern: 14; pattern: _OTOKEN_avoided; pattern type: l0
len(selected_patterns):518; curr precision: 0.9281; curr recall: 0.5878; curr f1: 0.7197; curr tp: 71856; curr fp: 5568; curr fn: 50391; curr tn: 1379709; precision of pattern: 0.75; tp, abs. recall of pattern: 14; pattern: _OTOKEN_fond; pattern type: l0
len(selected_patterns):519; curr precision: 0.928; curr recall: 0.5879; curr f1: 0.7198; curr tp: 71870; curr fp: 5573; curr fn: 50377; curr tn: 1379704; precision of pattern: 0.75; tp, abs. recall of pattern: 14; pattern: _OTOKEN_bummed; pattern type: l0
len(selected_patterns):520; curr precision: 0.928; curr recall: 0.588; curr f1: 0.7199; curr tp: 71882; curr fp: 5577; curr fn: 50365; curr tn: 1379700; precision of pattern: 0.75; tp, abs. recall of pattern: 12; pattern: _OTOKEN_distinct; pattern type: l0
len(selected_patterns):521; curr precision: 0.928; curr recall: 0.5881; curr f1: 0.72; curr tp: 71894; curr fp: 5577; curr fn: 50353; curr tn: 1379700; precision of pattern: 0.75; tp, abs. recall of pattern: 12; pattern: _OTOKEN_cheapest; pattern type: l0
len(selected_patterns):522; curr precision: 0.928; curr recall: 0.5882; curr f1: 0.72; curr tp: 71905; curr fp: 5577; curr fn: 50342; curr tn: 1379700; precision of pattern: 0.75; tp, abs. recall of pattern: 11; pattern: _OTOKEN_clever; pattern type: l0
len(selected_patterns):523; curr precision: 0.928; curr recall: 0.5883; curr f1: 0.7201; curr tp: 71916; curr fp: 5581; curr fn: 50331; curr tn: 1379696; precision of pattern: 0.75; tp, abs. recall of pattern: 11; pattern: _OTOKEN_carefully; pattern type: l0
len(selected_patterns):524; curr precision: 0.928; curr recall: 0.5884; curr f1: 0.7201; curr tp: 71927; curr fp: 5582; curr fn: 50320; curr tn: 1379695; precision of pattern: 0.75; tp, abs. recall of pattern: 11; pattern: _OTOKEN_rotten; pattern type: l0
len(selected_patterns):525; curr precision: 0.9279; curr recall: 0.5885; curr f1: 0.7202; curr tp: 71938; curr fp: 5586; curr fn: 50309; curr tn: 1379691; precision of pattern: 0.75; tp, abs. recall of pattern: 11; pattern: _OTOKEN_sugary; pattern type: l0
len(selected_patterns):526; curr precision: 0.9278; curr recall: 0.5885; curr f1: 0.7202; curr tp: 71948; curr fp: 5595; curr fn: 50299; curr tn: 1379682; precision of pattern: 0.75; tp, abs. recall of pattern: 10; pattern: _OTOKEN_beats; pattern type: l0
len(selected_patterns):527; curr precision: 0.9278; curr recall: 0.5886; curr f1: 0.7203; curr tp: 71958; curr fp: 5601; curr fn: 50289; curr tn: 1379676; precision of pattern: 0.75; tp, abs. recall of pattern: 10; pattern: _OTOKEN_equal; pattern type: l0
len(selected_patterns):528; curr precision: 0.9261; curr recall: 0.5928; curr f1: 0.7229; curr tp: 72466; curr fp: 5780; curr fn: 49781; curr tn: 1379497; precision of pattern: 0.7388; tp, abs. recall of pattern: 508; pattern: _OTOKEN_large; pattern type: l0
len(selected_patterns):529; curr precision: 0.9237; curr recall: 0.5964; curr f1: 0.7248; curr tp: 72911; curr fp: 6021; curr fn: 49336; curr tn: 1379256; precision of pattern: 0.7439; tp, abs. recall of pattern: 445; pattern: _OTOKEN_busy; pattern type: l0
len(selected_patterns):530; curr precision: 0.9234; curr recall: 0.5982; curr f1: 0.7261; curr tp: 73133; curr fp: 6068; curr fn: 49114; curr tn: 1379209; precision of pattern: 0.7358; tp, abs. recall of pattern: 222; pattern: _OTOKEN_empty; pattern type: l0
len(selected_patterns):531; curr precision: 0.923; curr recall: 0.5993; curr f1: 0.7267; curr tp: 73267; curr fp: 6116; curr fn: 48980; curr tn: 1379161; precision of pattern: 0.7442; tp, abs. recall of pattern: 134; pattern: _OTOKEN_casual; pattern type: l0
len(selected_patterns):532; curr precision: 0.9229; curr recall: 0.6004; curr f1: 0.7275; curr tp: 73400; curr fp: 6136; curr fn: 48847; curr tn: 1379141; precision of pattern: 0.7381; tp, abs. recall of pattern: 133; pattern: _OTOKEN_low; pattern type: l0
len(selected_patterns):533; curr precision: 0.9222; curr recall: 0.6013; curr f1: 0.728; curr tp: 73511; curr fp: 6200; curr fn: 48736; curr tn: 1379077; precision of pattern: 0.725; tp, abs. recall of pattern: 111; pattern: _OTOKEN_thin; pattern type: l0
len(selected_patterns):534; curr precision: 0.922; curr recall: 0.602; curr f1: 0.7284; curr tp: 73596; curr fp: 6230; curr fn: 48651; curr tn: 1379047; precision of pattern: 0.7273; tp, abs. recall of pattern: 85; pattern: _OTOKEN_bigger; pattern type: l0
len(selected_patterns):535; curr precision: 0.9218; curr recall: 0.6025; curr f1: 0.7287; curr tp: 73653; curr fp: 6250; curr fn: 48594; curr tn: 1379027; precision of pattern: 0.7273; tp, abs. recall of pattern: 57; pattern: _OTOKEN_missed; pattern type: l0
len(selected_patterns):536; curr precision: 0.9216; curr recall: 0.6027; curr f1: 0.7288; curr tp: 73678; curr fp: 6265; curr fn: 48569; curr tn: 1379012; precision of pattern: 0.7333; tp, abs. recall of pattern: 25; pattern: _OTOKEN_wet; pattern type: l0
len(selected_patterns):537; curr precision: 0.9214; curr recall: 0.6029; curr f1: 0.7289; curr tp: 73703; curr fp: 6291; curr fn: 48544; curr tn: 1378986; precision of pattern: 0.7273; tp, abs. recall of pattern: 25; pattern: _OTOKEN_upset; pattern type: l0
len(selected_patterns):538; curr precision: 0.9207; curr recall: 0.6047; curr f1: 0.73; curr tp: 73927; curr fp: 6365; curr fn: 48320; curr tn: 1378912; precision of pattern: 0.7206; tp, abs. recall of pattern: 224; pattern: _OTOKEN_plenty; pattern type: l0
len(selected_patterns):539; curr precision: 0.92; curr recall: 0.6064; curr f1: 0.731; curr tp: 74126; curr fp: 6443; curr fn: 48121; curr tn: 1378834; precision of pattern: 0.7206; tp, abs. recall of pattern: 199; pattern: _OTOKEN_packed; pattern type: l0
len(selected_patterns):540; curr precision: 0.9196; curr recall: 0.6078; curr f1: 0.7319; curr tp: 74300; curr fp: 6495; curr fn: 47947; curr tn: 1378782; precision of pattern: 0.7241; tp, abs. recall of pattern: 174; pattern: _OTOKEN_easy; pattern type: l0
len(selected_patterns):541; curr precision: 0.9192; curr recall: 0.6086; curr f1: 0.7323; curr tp: 74397; curr fp: 6543; curr fn: 47850; curr tn: 1378734; precision of pattern: 0.7188; tp, abs. recall of pattern: 97; pattern: _OTOKEN_lack; pattern type: l0
len(selected_patterns):542; curr precision: 0.9178; curr recall: 0.6122; curr f1: 0.7345; curr tp: 74835; curr fp: 6700; curr fn: 47412; curr tn: 1378577; precision of pattern: 0.7133; tp, abs. recall of pattern: 438; pattern: _OTOKEN_huge; pattern type: l0
len(selected_patterns):543; curr precision: 0.9178; curr recall: 0.613; curr f1: 0.735; curr tp: 74932; curr fp: 6715; curr fn: 47315; curr tn: 1378562; precision of pattern: 0.7083; tp, abs. recall of pattern: 97; pattern: _OTOKEN_burnt; pattern type: l0
len(selected_patterns):544; curr precision: 0.9176; curr recall: 0.6137; curr f1: 0.7355; curr tp: 75021; curr fp: 6734; curr fn: 47226; curr tn: 1378543; precision of pattern: 0.7083; tp, abs. recall of pattern: 89; pattern: _OTOKEN_savory; pattern type: l0
len(selected_patterns):545; curr precision: 0.9172; curr recall: 0.6141; curr f1: 0.7356; curr tp: 75070; curr fp: 6776; curr fn: 47177; curr tn: 1378501; precision of pattern: 0.7143; tp, abs. recall of pattern: 49; pattern: _OTOKEN_promptly; pattern type: l0
len(selected_patterns):546; curr precision: 0.917; curr recall: 0.6145; curr f1: 0.7359; curr tp: 75116; curr fp: 6798; curr fn: 47131; curr tn: 1378479; precision of pattern: 0.7143; tp, abs. recall of pattern: 46; pattern: _OTOKEN_hip; pattern type: l0
len(selected_patterns):547; curr precision: 0.917; curr recall: 0.6147; curr f1: 0.736; curr tp: 75145; curr fp: 6804; curr fn: 47102; curr tn: 1378473; precision of pattern: 0.7143; tp, abs. recall of pattern: 29; pattern: _OTOKEN_burned; pattern type: l0
len(selected_patterns):548; curr precision: 0.9169; curr recall: 0.6149; curr f1: 0.7361; curr tp: 75168; curr fp: 6811; curr fn: 47079; curr tn: 1378466; precision of pattern: 0.7143; tp, abs. recall of pattern: 23; pattern: _OTOKEN_raved; pattern type: l0
