len(selected_patterns):1; curr precision: 0.9945; curr recall: 0.014; curr f1: 0.0276; curr tp: 2157; curr fp: 12; curr fn: 152008; curr tn: 1353347; precision of pattern: 0.9959; tp, abs. recall of pattern: 2157; pattern: ('DEP_nsubj', 'WORD', '_ATOKEN_service'); pattern type: l1
len(selected_patterns):3828; curr precision: 0.8971; curr recall: 0.47; curr f1: 0.6169; curr tp: 72463; curr fp: 8308; curr fn: 81702; curr tn: 1345051; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('SRL_arg1', 'TOKEN_are', '_ATOKEN_portion'); pattern type: l1
len(selected_patterns):3829; curr precision: 0.8971; curr recall: 0.4701; curr f1: 0.6169; curr tp: 72468; curr fp: 8309; curr fn: 81697; curr tn: 1345050; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('PROX_near2', '_ATOKEN_seating', 'TOKEN_a'); pattern type: l1
len(selected_patterns):3830; curr precision: 0.8971; curr recall: 0.4701; curr f1: 0.617; curr tp: 72478; curr fp: 8311; curr fn: 81687; curr tn: 1345048; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('PROX_near2', '_ATOKEN_food', 'TOKEN_as'); pattern type: l1
len(selected_patterns):3831; curr precision: 0.8971; curr recall: 0.4702; curr f1: 0.617; curr tp: 72487; curr fp: 8314; curr fn: 81678; curr tn: 1345045; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('SRL_c-arg1', 'TOKEN_included', '_AWORD'); pattern type: l1
len(selected_patterns):3832; curr precision: 0.8971; curr recall: 0.4702; curr f1: 0.617; curr tp: 72488; curr fp: 8314; curr fn: 81677; curr tn: 1345045; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('PROX_near1', 'TOKEN_the', '_ATOKEN_seared'); pattern type: l1
len(selected_patterns):3833; curr precision: 0.8971; curr recall: 0.4702; curr f1: 0.617; curr tp: 72492; curr fp: 8317; curr fn: 81673; curr tn: 1345042; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('PROX_near1', '_ATOKEN_shake', 'TOKEN_.'); pattern type: l1
len(selected_patterns):3834; curr precision: 0.897; curr recall: 0.4703; curr f1: 0.617; curr tp: 72498; curr fp: 8322; curr fn: 81667; curr tn: 1345037; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('DEP_compound', '_AWORD', 'TOKEN_shanghai'); pattern type: l1
len(selected_patterns):3835; curr precision: 0.897; curr recall: 0.4703; curr f1: 0.6171; curr tp: 72500; curr fp: 8322; curr fn: 81665; curr tn: 1345037; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('PROX_near1', 'TOKEN_cheese', '_ATOKEN_sandwich'); pattern type: l1
len(selected_patterns):3836; curr precision: 0.897; curr recall: 0.4703; curr f1: 0.6171; curr tp: 72501; curr fp: 8323; curr fn: 81664; curr tn: 1345036; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('DEP_appos', '_ATOKEN_roll', 'WORD'); pattern type: l1
len(selected_patterns):3837; curr precision: 0.897; curr recall: 0.4703; curr f1: 0.6171; curr tp: 72505; curr fp: 8323; curr fn: 81660; curr tn: 1345036; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('PROX_near1', '_ATOKEN_eggplant', 'TOKEN_,'); pattern type: l1
len(selected_patterns):3838; curr precision: 0.897; curr recall: 0.4703; curr f1: 0.6171; curr tp: 72508; curr fp: 8323; curr fn: 81657; curr tn: 1345036; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('PROX_near1', '_AWORD', 'TOKEN_gras'); pattern type: l1
len(selected_patterns):3839; curr precision: 0.897; curr recall: 0.4704; curr f1: 0.6171; curr tp: 72517; curr fp: 8326; curr fn: 81648; curr tn: 1345033; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('PROX_near2', 'TOKEN_of', '_ATOKEN_chocolate'); pattern type: l1
len(selected_patterns):3840; curr precision: 0.897; curr recall: 0.4704; curr f1: 0.6172; curr tp: 72522; curr fp: 8327; curr fn: 81643; curr tn: 1345032; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('SRL_arg0', 'TOKEN_had', '_ATOKEN_rice'); pattern type: l1
len(selected_patterns):3841; curr precision: 0.897; curr recall: 0.4704; curr f1: 0.6172; curr tp: 72523; curr fp: 8328; curr fn: 81642; curr tn: 1345031; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('PROX_near1', 'TOKEN_,', '_ATOKEN_staff'); pattern type: l1
len(selected_patterns):3842; curr precision: 0.897; curr recall: 0.4704; curr f1: 0.6172; curr tp: 72525; curr fp: 8330; curr fn: 81640; curr tn: 1345029; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('PROX_near1', '_ATOKEN_pasta', 'TOKEN_with'); pattern type: l1
len(selected_patterns):3843; curr precision: 0.897; curr recall: 0.4704; curr f1: 0.6172; curr tp: 72526; curr fp: 8330; curr fn: 81639; curr tn: 1345029; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('PROX_near2', 'TOKEN_selection', '_ATOKEN_food'); pattern type: l1
len(selected_patterns):3844; curr precision: 0.8969; curr recall: 0.4705; curr f1: 0.6172; curr tp: 72532; curr fp: 8335; curr fn: 81633; curr tn: 1345024; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('DEP_conj', '_AWORD', 'TOKEN_mayo'); pattern type: l1
len(selected_patterns):3845; curr precision: 0.8969; curr recall: 0.4706; curr f1: 0.6173; curr tp: 72546; curr fp: 8339; curr fn: 81619; curr tn: 1345020; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('DEP_det', '_ATOKEN_injera', 'WORD'); pattern type: l1
len(selected_patterns):3846; curr precision: 0.8969; curr recall: 0.4707; curr f1: 0.6174; curr tp: 72560; curr fp: 8340; curr fn: 81605; curr tn: 1345019; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('PROX_near1', 'TOKEN_and', '_ATOKEN_mango'); pattern type: l1
len(selected_patterns):3847; curr precision: 0.8969; curr recall: 0.4707; curr f1: 0.6174; curr tp: 72565; curr fp: 8344; curr fn: 81600; curr tn: 1345015; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('PROX_near1', '_ATOKEN_tea', 'TOKEN_with'); pattern type: l1
len(selected_patterns):3848; curr precision: 0.8969; curr recall: 0.4708; curr f1: 0.6175; curr tp: 72579; curr fp: 8346; curr fn: 81586; curr tn: 1345013; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('SRL_none', 'WORD', '_ATOKEN_pub'); pattern type: l1
len(selected_patterns):3849; curr precision: 0.8969; curr recall: 0.4708; curr f1: 0.6175; curr tp: 72588; curr fp: 8347; curr fn: 81577; curr tn: 1345012; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('PROX_near2', '_ATOKEN_mushroom', 'TOKEN_.'); pattern type: l1
len(selected_patterns):3850; curr precision: 0.8969; curr recall: 0.4709; curr f1: 0.6175; curr tp: 72589; curr fp: 8347; curr fn: 81576; curr tn: 1345012; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('SRL_arg1', 'TOKEN_had', '_ATOKEN_pancakes'); pattern type: l1
len(selected_patterns):3851; curr precision: 0.8969; curr recall: 0.4709; curr f1: 0.6176; curr tp: 72601; curr fp: 8347; curr fn: 81564; curr tn: 1345012; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('DEP_compound', 'WORD', '_ATOKEN_cod'); pattern type: l1
len(selected_patterns):3852; curr precision: 0.8969; curr recall: 0.471; curr f1: 0.6176; curr tp: 72609; curr fp: 8347; curr fn: 81556; curr tn: 1345012; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('DEP_amod', '_ATOKEN_ketchup', 'WORD'); pattern type: l1
len(selected_patterns):3853; curr precision: 0.8969; curr recall: 0.471; curr f1: 0.6177; curr tp: 72618; curr fp: 8347; curr fn: 81547; curr tn: 1345012; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('DEP_compound', '_ATOKEN_skewer', 'WORD'); pattern type: l1
len(selected_patterns):3854; curr precision: 0.8968; curr recall: 0.4711; curr f1: 0.6177; curr tp: 72632; curr fp: 8361; curr fn: 81533; curr tn: 1344998; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('PROX_near1', '_ATOKEN_and', 'TOKEN_onion'); pattern type: l1
len(selected_patterns):3855; curr precision: 0.8968; curr recall: 0.4712; curr f1: 0.6178; curr tp: 72640; curr fp: 8361; curr fn: 81525; curr tn: 1344998; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('DEP_obl', 'TOKEN_disappointed', '_ATOKEN_food'); pattern type: l1
len(selected_patterns):3856; curr precision: 0.8968; curr recall: 0.4712; curr f1: 0.6178; curr tp: 72641; curr fp: 8361; curr fn: 81524; curr tn: 1344998; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('PROX_near2', 'TOKEN_,', '_ATOKEN_pepper'); pattern type: l1
len(selected_patterns):3857; curr precision: 0.8968; curr recall: 0.4713; curr f1: 0.6179; curr tp: 72655; curr fp: 8361; curr fn: 81510; curr tn: 1344998; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('DEP_compound', 'WORD', '_ATOKEN_mint'); pattern type: l1
len(selected_patterns):3858; curr precision: 0.8968; curr recall: 0.4713; curr f1: 0.6179; curr tp: 72657; curr fp: 8363; curr fn: 81508; curr tn: 1344996; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('DEP_acl', '_ATOKEN_music', 'WORD'); pattern type: l1
len(selected_patterns):3859; curr precision: 0.8968; curr recall: 0.4713; curr f1: 0.6179; curr tp: 72661; curr fp: 8363; curr fn: 81504; curr tn: 1344996; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('PROX_near2', '_ATOKEN_food', 'TOKEN_top'); pattern type: l1
len(selected_patterns):3860; curr precision: 0.8968; curr recall: 0.4714; curr f1: 0.6179; curr tp: 72668; curr fp: 8365; curr fn: 81497; curr tn: 1344994; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('PROX_near1', 'TOKEN_the', '_ATOKEN_pumpkin'); pattern type: l1
len(selected_patterns):3861; curr precision: 0.8968; curr recall: 0.4714; curr f1: 0.6179; curr tp: 72669; curr fp: 8365; curr fn: 81496; curr tn: 1344994; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('PROX_near1', '_ATOKEN_egg', 'TOKEN_sandwich'); pattern type: l1
len(selected_patterns):3862; curr precision: 0.8968; curr recall: 0.4714; curr f1: 0.6179; curr tp: 72670; curr fp: 8365; curr fn: 81495; curr tn: 1344994; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('DEP_conj', '_ATOKEN_food', 'TOKEN_location'); pattern type: l1
len(selected_patterns):3863; curr precision: 0.8968; curr recall: 0.4714; curr f1: 0.618; curr tp: 72672; curr fp: 8366; curr fn: 81493; curr tn: 1344993; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('SRL_arg1', 'TOKEN_were', '_ATOKEN_lamb'); pattern type: l1
len(selected_patterns):3864; curr precision: 0.8967; curr recall: 0.4715; curr f1: 0.618; curr tp: 72685; curr fp: 8369; curr fn: 81480; curr tn: 1344990; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('SRL_argm-prp', 'WORD', '_ATOKEN_dishes'); pattern type: l1
len(selected_patterns):3865; curr precision: 0.8967; curr recall: 0.4715; curr f1: 0.618; curr tp: 72690; curr fp: 8370; curr fn: 81475; curr tn: 1344989; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('DEP_nsubj', 'WORD', '_ATOKEN_peppers'); pattern type: l1
len(selected_patterns):3866; curr precision: 0.8967; curr recall: 0.4716; curr f1: 0.6181; curr tp: 72704; curr fp: 8374; curr fn: 81461; curr tn: 1344985; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('PROX_near1', 'TOKEN_early', '_ATOKEN_dinner'); pattern type: l1
len(selected_patterns):3867; curr precision: 0.8967; curr recall: 0.4716; curr f1: 0.6181; curr tp: 72707; curr fp: 8374; curr fn: 81458; curr tn: 1344985; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('DEP_nsubj', 'TOKEN_spotty', '_AWORD'); pattern type: l1
len(selected_patterns):3868; curr precision: 0.8967; curr recall: 0.4716; curr f1: 0.6181; curr tp: 72709; curr fp: 8374; curr fn: 81456; curr tn: 1344985; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('DEP_case', '_ATOKEN_tacos', 'TOKEN_with'); pattern type: l1
len(selected_patterns):3869; curr precision: 0.8967; curr recall: 0.4717; curr f1: 0.6182; curr tp: 72719; curr fp: 8375; curr fn: 81446; curr tn: 1344984; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('SRL_argm-mnr', 'WORD', '_ATOKEN_eggs'); pattern type: l1
len(selected_patterns):3870; curr precision: 0.8967; curr recall: 0.4717; curr f1: 0.6182; curr tp: 72727; curr fp: 8376; curr fn: 81438; curr tn: 1344983; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('SRL_arg1', 'TOKEN_are', '_ATOKEN_sauce'); pattern type: l1
len(selected_patterns):3871; curr precision: 0.8967; curr recall: 0.4718; curr f1: 0.6183; curr tp: 72729; curr fp: 8378; curr fn: 81436; curr tn: 1344981; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('PROX_near2', 'TOKEN_the', '_ATOKEN_donut'); pattern type: l1
len(selected_patterns):3872; curr precision: 0.8967; curr recall: 0.4718; curr f1: 0.6183; curr tp: 72736; curr fp: 8382; curr fn: 81429; curr tn: 1344977; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('DEP_conj', 'TOKEN_noodle', '_AWORD'); pattern type: l1
len(selected_patterns):3873; curr precision: 0.8967; curr recall: 0.4718; curr f1: 0.6183; curr tp: 72737; curr fp: 8383; curr fn: 81428; curr tn: 1344976; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('PROX_near2', 'TOKEN_-', '_ATOKEN_food'); pattern type: l1
len(selected_patterns):3874; curr precision: 0.8966; curr recall: 0.4718; curr f1: 0.6183; curr tp: 72738; curr fp: 8385; curr fn: 81427; curr tn: 1344974; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('PROX_near1', 'TOKEN_,', '_ATOKEN_potato'); pattern type: l1
len(selected_patterns):3875; curr precision: 0.8966; curr recall: 0.4719; curr f1: 0.6183; curr tp: 72744; curr fp: 8390; curr fn: 81421; curr tn: 1344969; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('PROX_near1', '_ATOKEN_dressing', 'TOKEN_,'); pattern type: l1
len(selected_patterns):3876; curr precision: 0.8966; curr recall: 0.4719; curr f1: 0.6183; curr tp: 72745; curr fp: 8390; curr fn: 81420; curr tn: 1344969; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('SRL_arg1', 'TOKEN_thought', '_ATOKEN_service'); pattern type: l1
len(selected_patterns):3877; curr precision: 0.8966; curr recall: 0.4719; curr f1: 0.6183; curr tp: 72746; curr fp: 8390; curr fn: 81419; curr tn: 1344969; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('PROX_near1', '_ATOKEN_soups', 'TOKEN_are'); pattern type: l1
len(selected_patterns):3878; curr precision: 0.8966; curr recall: 0.472; curr f1: 0.6184; curr tp: 72759; curr fp: 8393; curr fn: 81406; curr tn: 1344966; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('DEP_compound', 'WORD', '_ATOKEN_dim'); pattern type: l1
len(selected_patterns):3879; curr precision: 0.8966; curr recall: 0.472; curr f1: 0.6184; curr tp: 72762; curr fp: 8393; curr fn: 81403; curr tn: 1344966; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('DEP_root', 'WORD', '_ATOKEN_salads'); pattern type: l1
len(selected_patterns):3880; curr precision: 0.8966; curr recall: 0.472; curr f1: 0.6184; curr tp: 72763; curr fp: 8393; curr fn: 81402; curr tn: 1344966; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('DEP_compound', '_ATOKEN_sandwich', 'TOKEN_cheese'); pattern type: l1
len(selected_patterns):3881; curr precision: 0.8966; curr recall: 0.4721; curr f1: 0.6185; curr tp: 72774; curr fp: 8393; curr fn: 81391; curr tn: 1344966; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('DEP_compound', '_ATOKEN_strips', 'WORD'); pattern type: l1
len(selected_patterns):3882; curr precision: 0.8966; curr recall: 0.4721; curr f1: 0.6185; curr tp: 72775; curr fp: 8393; curr fn: 81390; curr tn: 1344966; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('PROX_near2', 'TOKEN_the', '_ATOKEN_spring'); pattern type: l1
len(selected_patterns):3883; curr precision: 0.8965; curr recall: 0.4721; curr f1: 0.6185; curr tp: 72779; curr fp: 8399; curr fn: 81386; curr tn: 1344960; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('PROX_near2', '_ATOKEN_dressing', 'TOKEN_the'); pattern type: l1
len(selected_patterns):3884; curr precision: 0.8964; curr recall: 0.4721; curr f1: 0.6185; curr tp: 72786; curr fp: 8408; curr fn: 81379; curr tn: 1344951; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('SRL_argm-dir', 'TOKEN_gravitate', '_AWORD'); pattern type: l1
len(selected_patterns):3885; curr precision: 0.8964; curr recall: 0.4721; curr f1: 0.6185; curr tp: 72789; curr fp: 8408; curr fn: 81376; curr tn: 1344951; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('PROX_near2', '_ATOKEN_wings', 'TOKEN_the'); pattern type: l1
len(selected_patterns):3886; curr precision: 0.8964; curr recall: 0.4722; curr f1: 0.6185; curr tp: 72793; curr fp: 8410; curr fn: 81372; curr tn: 1344949; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('DEP_compound', '_AWORD', 'TOKEN_buttermilk'); pattern type: l1
len(selected_patterns):3887; curr precision: 0.8964; curr recall: 0.4722; curr f1: 0.6186; curr tp: 72802; curr fp: 8414; curr fn: 81363; curr tn: 1344945; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('DEP_amod', '_ATOKEN_sauce', 'TOKEN_special'); pattern type: l1
len(selected_patterns):3888; curr precision: 0.8964; curr recall: 0.4722; curr f1: 0.6186; curr tp: 72803; curr fp: 8414; curr fn: 81362; curr tn: 1344945; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('PROX_near1', '_ATOKEN_vegetables', 'TOKEN_were'); pattern type: l1
len(selected_patterns):3889; curr precision: 0.8964; curr recall: 0.4723; curr f1: 0.6186; curr tp: 72807; curr fp: 8414; curr fn: 81358; curr tn: 1344945; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('DEP_compound', '_ATOKEN_alfredo', 'WORD'); pattern type: l1
len(selected_patterns):3890; curr precision: 0.8964; curr recall: 0.4723; curr f1: 0.6186; curr tp: 72811; curr fp: 8414; curr fn: 81354; curr tn: 1344945; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('PROX_near1', 'TOKEN_)', '_ATOKEN_food'); pattern type: l1
len(selected_patterns):3891; curr precision: 0.8964; curr recall: 0.4723; curr f1: 0.6187; curr tp: 72818; curr fp: 8419; curr fn: 81347; curr tn: 1344940; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('DEP_compound', '_AWORD', 'TOKEN_sashimi'); pattern type: l1
len(selected_patterns):3892; curr precision: 0.8964; curr recall: 0.4724; curr f1: 0.6187; curr tp: 72820; curr fp: 8419; curr fn: 81345; curr tn: 1344940; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('PROX_near2', 'TOKEN_the', '_ATOKEN_duck'); pattern type: l1
len(selected_patterns):3893; curr precision: 0.8963; curr recall: 0.4724; curr f1: 0.6187; curr tp: 72834; curr fp: 8426; curr fn: 81331; curr tn: 1344933; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('DEP_det', '_ATOKEN_seasoning', 'TOKEN_the'); pattern type: l1
len(selected_patterns):3894; curr precision: 0.8963; curr recall: 0.4725; curr f1: 0.6188; curr tp: 72840; curr fp: 8426; curr fn: 81325; curr tn: 1344933; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: ('DEP_obl', 'TOKEN_impressed', '_ATOKEN_food'); pattern type: l1
