len(selected_patterns):1; curr precision: 0.9958; curr recall: 0.0108; curr f1: 0.0214; curr tp: 1178; curr fp: 5; curr fn: 107973; curr tn: 1563173; precision of pattern: 0.9963; tp, abs. recall of pattern: 1178; pattern: _OSYNSET('PERFECT.A.01'); pattern type: l0
len(selected_patterns):1194; curr precision: 0.89; curr recall: 0.3143; curr f1: 0.4645; curr tp: 34301; curr fp: 4241; curr fn: 74850; curr tn: 1558937; precision of pattern: 0.9167; tp, abs. recall of pattern: 35; pattern: ('DEP_obl', '_OPOS_J', "SYNSET('REPRESENTATION.N.10')"); pattern type: l1
len(selected_patterns):1195; curr precision: 0.8896; curr recall: 0.3145; curr f1: 0.4647; curr tp: 34323; curr fp: 4258; curr fn: 74828; curr tn: 1558920; precision of pattern: 0.9167; tp, abs. recall of pattern: 34; pattern: ('DEP_obl', '_OPOS_J', 'POS_RBS'); pattern type: l1
len(selected_patterns):1196; curr precision: 0.8896; curr recall: 0.3145; curr f1: 0.4647; curr tp: 34324; curr fp: 4258; curr fn: 74827; curr tn: 1558920; precision of pattern: 0.9231; tp, abs. recall of pattern: 32; pattern: ('PROX_near2', 'POS_VBZ', "_OSYNSET('HAPPY.A.01')"); pattern type: l1
len(selected_patterns):1197; curr precision: 0.8896; curr recall: 0.3145; curr f1: 0.4648; curr tp: 34333; curr fp: 4261; curr fn: 74818; curr tn: 1558917; precision of pattern: 0.9167; tp, abs. recall of pattern: 29; pattern: ('DEP_ccomp', "SYNSET('STAY.V.01')", '_OPOS_J'); pattern type: l1
len(selected_patterns):1198; curr precision: 0.8896; curr recall: 0.3146; curr f1: 0.4648; curr tp: 34334; curr fp: 4263; curr fn: 74817; curr tn: 1558915; precision of pattern: 0.9231; tp, abs. recall of pattern: 26; pattern: ('DEP_cop', "_OSYNSET('HAPPY.A.01')", "SYNSET('TYPIFY.V.02')"); pattern type: l1
len(selected_patterns):1199; curr precision: 0.8894; curr recall: 0.3147; curr f1: 0.4649; curr tp: 34347; curr fp: 4272; curr fn: 74804; curr tn: 1558906; precision of pattern: 0.9167; tp, abs. recall of pattern: 24; pattern: ('DEP_conj', "SYNSET('WORK.V.01')", '_OPOS_J'); pattern type: l1
len(selected_patterns):1200; curr precision: 0.8893; curr recall: 0.3147; curr f1: 0.4649; curr tp: 34353; curr fp: 4275; curr fn: 74798; curr tn: 1558903; precision of pattern: 0.9167; tp, abs. recall of pattern: 17; pattern: ('DEP_conj', '_OPOS_J', "SYNSET('SUCCEED.V.01')"); pattern type: l1
len(selected_patterns):1201; curr precision: 0.8875; curr recall: 0.3177; curr f1: 0.4679; curr tp: 34673; curr fp: 4396; curr fn: 74478; curr tn: 1558782; precision of pattern: 0.9113; tp, abs. recall of pattern: 2995; pattern: ('DEP_advmod', '_OWORD', "SYNSET('VERY.R.02')"); pattern type: l1
len(selected_patterns):1202; curr precision: 0.8869; curr recall: 0.3181; curr f1: 0.4683; curr tp: 34725; curr fp: 4429; curr fn: 74426; curr tn: 1558749; precision of pattern: 0.9076; tp, abs. recall of pattern: 1700; pattern: ('PROX_near1', "_OSYNSET('GOOD.A.01')", 'POS_NN'); pattern type: l1
len(selected_patterns):1203; curr precision: 0.8868; curr recall: 0.3182; curr f1: 0.4683; curr tp: 34728; curr fp: 4432; curr fn: 74423; curr tn: 1558746; precision of pattern: 0.9088; tp, abs. recall of pattern: 1315; pattern: ('PROX_near1', 'POS_DT', "_OSYNSET('GOOD.A.01')"); pattern type: l1
len(selected_patterns):1204; curr precision: 0.8866; curr recall: 0.3182; curr f1: 0.4683; curr tp: 34732; curr fp: 4442; curr fn: 74419; curr tn: 1558736; precision of pattern: 0.9136; tp, abs. recall of pattern: 825; pattern: ('SRL_arg1', "_OSYNSET('LOVE.V.01')", 'POS_NN'); pattern type: l1
len(selected_patterns):1205; curr precision: 0.8866; curr recall: 0.3182; curr f1: 0.4683; curr tp: 34733; curr fp: 4442; curr fn: 74418; curr tn: 1558736; precision of pattern: 0.9097; tp, abs. recall of pattern: 630; pattern: ('DEP_obl', "_OSYNSET('HAPPY.A.01')", 'WORD'); pattern type: l1
len(selected_patterns):1206; curr precision: 0.8865; curr recall: 0.3182; curr f1: 0.4684; curr tp: 34737; curr fp: 4447; curr fn: 74414; curr tn: 1558731; precision of pattern: 0.9114; tp, abs. recall of pattern: 608; pattern: ('DEP_punct', "_OSYNSET('HAPPY.A.01')", 'WORD'); pattern type: l1
len(selected_patterns):1207; curr precision: 0.8855; curr recall: 0.3192; curr f1: 0.4693; curr tp: 34841; curr fp: 4504; curr fn: 74310; curr tn: 1558674; precision of pattern: 0.9138; tp, abs. recall of pattern: 456; pattern: ('PROX_near2', "SYNSET('DOOR.N.01')", '_OPOS_J'); pattern type: l1
len(selected_patterns):1208; curr precision: 0.8851; curr recall: 0.3215; curr f1: 0.4716; curr tp: 35088; curr fp: 4553; curr fn: 74063; curr tn: 1558625; precision of pattern: 0.9052; tp, abs. recall of pattern: 387; pattern: ('PROX_near1', '_OPOS_J', "SYNSET('CONSEQUENCE.N.01')"); pattern type: l1
len(selected_patterns):1209; curr precision: 0.8851; curr recall: 0.3215; curr f1: 0.4716; curr tp: 35090; curr fp: 4556; curr fn: 74061; curr tn: 1558622; precision of pattern: 0.9091; tp, abs. recall of pattern: 202; pattern: ('PROX_near2', "_OSYNSET('GOOD.A.01')", 'POS_,'); pattern type: l1
len(selected_patterns):1210; curr precision: 0.8845; curr recall: 0.3219; curr f1: 0.472; curr tp: 35138; curr fp: 4588; curr fn: 74013; curr tn: 1558590; precision of pattern: 0.9143; tp, abs. recall of pattern: 162; pattern: ('DEP_parataxis', '_OPOS_J', 'POS_VBN'); pattern type: l1
len(selected_patterns):1211; curr precision: 0.8844; curr recall: 0.3229; curr f1: 0.473; curr tp: 35242; curr fp: 4608; curr fn: 73909; curr tn: 1558570; precision of pattern: 0.9118; tp, abs. recall of pattern: 159; pattern: ('PROX_near1', '_OPOS_J', "SYNSET('SOUND_PROPERTY.N.01')"); pattern type: l1
len(selected_patterns):1212; curr precision: 0.8843; curr recall: 0.3229; curr f1: 0.4731; curr tp: 35244; curr fp: 4610; curr fn: 73907; curr tn: 1558568; precision of pattern: 0.9063; tp, abs. recall of pattern: 125; pattern: ('PROX_near1', "_OSYNSET('GOOD.A.01')", 'POS_.'); pattern type: l1
len(selected_patterns):1213; curr precision: 0.8843; curr recall: 0.3229; curr f1: 0.4731; curr tp: 35245; curr fp: 4611; curr fn: 73906; curr tn: 1558567; precision of pattern: 0.9091; tp, abs. recall of pattern: 113; pattern: ('DEP_amod', 'POS_NNS', "_OSYNSET('GOOD.A.01')"); pattern type: l1
len(selected_patterns):1214; curr precision: 0.8842; curr recall: 0.3232; curr f1: 0.4734; curr tp: 35278; curr fp: 4620; curr fn: 73873; curr tn: 1558558; precision of pattern: 0.9118; tp, abs. recall of pattern: 100; pattern: ('DEP_conj', "SYNSET('EASY.A.03')", '_OPOS_J'); pattern type: l1
len(selected_patterns):1215; curr precision: 0.8841; curr recall: 0.3233; curr f1: 0.4734; curr tp: 35284; curr fp: 4626; curr fn: 73867; curr tn: 1558552; precision of pattern: 0.913; tp, abs. recall of pattern: 99; pattern: ('DEP_advmod', "_OSYNSET('DIFFICULTY.N.02')", 'WORD'); pattern type: l1
len(selected_patterns):1216; curr precision: 0.8841; curr recall: 0.3233; curr f1: 0.4734; curr tp: 35286; curr fp: 4628; curr fn: 73865; curr tn: 1558550; precision of pattern: 0.9091; tp, abs. recall of pattern: 98; pattern: ('DEP_advmod', "_OSYNSET('HAPPY.A.01')", "SYNSET('VERY.R.01')"); pattern type: l1
len(selected_patterns):1217; curr precision: 0.8838; curr recall: 0.3234; curr f1: 0.4735; curr tp: 35301; curr fp: 4640; curr fn: 73850; curr tn: 1558538; precision of pattern: 0.913; tp, abs. recall of pattern: 85; pattern: ('DEP_advmod', "SYNSET('CAPTURE.V.02')", '_OPOS_J'); pattern type: l1
len(selected_patterns):1218; curr precision: 0.8836; curr recall: 0.3238; curr f1: 0.4739; curr tp: 35344; curr fp: 4657; curr fn: 73807; curr tn: 1558521; precision of pattern: 0.9091; tp, abs. recall of pattern: 43; pattern: ('DEP_aux', "SYNSET('CAPTURE.V.02')", "_OSYNSET('PRACTICE.V.01')"); pattern type: l1
len(selected_patterns):1219; curr precision: 0.8836; curr recall: 0.3238; curr f1: 0.474; curr tp: 35346; curr fp: 4657; curr fn: 73805; curr tn: 1558521; precision of pattern: 0.9091; tp, abs. recall of pattern: 42; pattern: ('PROX_near1', "_OSYNSET('CHEAP.A.01')", 'POS_IN'); pattern type: l1
len(selected_patterns):1220; curr precision: 0.8836; curr recall: 0.3239; curr f1: 0.474; curr tp: 35349; curr fp: 4658; curr fn: 73802; curr tn: 1558520; precision of pattern: 0.9091; tp, abs. recall of pattern: 36; pattern: ('DEP_acl:relcl', "_OSYNSET('DIFFICULTY.N.02')", 'WORD'); pattern type: l1
len(selected_patterns):1221; curr precision: 0.8836; curr recall: 0.324; curr f1: 0.4741; curr tp: 35361; curr fp: 4660; curr fn: 73790; curr tn: 1558518; precision of pattern: 0.9091; tp, abs. recall of pattern: 30; pattern: ('DEP_csubj', '_OPOS_J', "SYNSET('INDUCE.V.02')"); pattern type: l1
len(selected_patterns):1222; curr precision: 0.8836; curr recall: 0.324; curr f1: 0.4742; curr tp: 35370; curr fp: 4660; curr fn: 73781; curr tn: 1558518; precision of pattern: 0.9091; tp, abs. recall of pattern: 27; pattern: ('PROX_near2', "_OSYNSET('HAPPY.A.01')", 'POS_.'); pattern type: l1
len(selected_patterns):1223; curr precision: 0.8835; curr recall: 0.3242; curr f1: 0.4743; curr tp: 35383; curr fp: 4665; curr fn: 73768; curr tn: 1558513; precision of pattern: 0.9091; tp, abs. recall of pattern: 26; pattern: ('PROX_near1', '_OPOS_J', "SYNSET('EVEN.R.03')"); pattern type: l1
len(selected_patterns):1224; curr precision: 0.8835; curr recall: 0.3242; curr f1: 0.4743; curr tp: 35385; curr fp: 4665; curr fn: 73766; curr tn: 1558513; precision of pattern: 0.9091; tp, abs. recall of pattern: 25; pattern: ('PROX_near2', "SYNSET('NOT.R.01')", "_OSYNSET('HAPPY.A.01')"); pattern type: l1
len(selected_patterns):1225; curr precision: 0.8834; curr recall: 0.3243; curr f1: 0.4745; curr tp: 35401; curr fp: 4671; curr fn: 73750; curr tn: 1558507; precision of pattern: 0.9091; tp, abs. recall of pattern: 24; pattern: ('DEP_nsubj', "_OSYNSET('DIFFICULTY.N.03')", 'POS_PRP'); pattern type: l1
len(selected_patterns):1226; curr precision: 0.8833; curr recall: 0.3244; curr f1: 0.4745; curr tp: 35408; curr fp: 4679; curr fn: 73743; curr tn: 1558499; precision of pattern: 0.9091; tp, abs. recall of pattern: 21; pattern: ('DEP_xcomp', "SYNSET('MOVE.V.02')", '_OPOS_J'); pattern type: l1
len(selected_patterns):1227; curr precision: 0.883; curr recall: 0.3245; curr f1: 0.4746; curr tp: 35416; curr fp: 4692; curr fn: 73735; curr tn: 1558486; precision of pattern: 0.9091; tp, abs. recall of pattern: 17; pattern: ('DEP_amod', 'POS_VBG', '_OWORD'); pattern type: l1
len(selected_patterns):1228; curr precision: 0.8805; curr recall: 0.3364; curr f1: 0.4868; curr tp: 36718; curr fp: 4983; curr fn: 72433; curr tn: 1558195; precision of pattern: 0.8977; tp, abs. recall of pattern: 4264; pattern: ('DEP_cop', '_OPOS_J', "SYNSET('EXIST.V.01')"); pattern type: l1
len(selected_patterns):1229; curr precision: 0.8782; curr recall: 0.3474; curr f1: 0.4978; curr tp: 37917; curr fp: 5259; curr fn: 71234; curr tn: 1557919; precision of pattern: 0.8982; tp, abs. recall of pattern: 3294; pattern: ('DEP_advmod', '_OPOS_J', "SYNSET('VERY.R.01')"); pattern type: l1
len(selected_patterns):1230; curr precision: 0.8782; curr recall: 0.3474; curr f1: 0.4979; curr tp: 37920; curr fp: 5261; curr fn: 71231; curr tn: 1557917; precision of pattern: 0.8999; tp, abs. recall of pattern: 3183; pattern: ('PROX_near1', "SYNSET('VERY.R.01')", '_OPOS_J'); pattern type: l1
len(selected_patterns):1231; curr precision: 0.8781; curr recall: 0.3474; curr f1: 0.4979; curr tp: 37923; curr fp: 5265; curr fn: 71228; curr tn: 1557913; precision of pattern: 0.9035; tp, abs. recall of pattern: 3075; pattern: _OSYNSET('GOOD.A.01'); pattern type: l0
len(selected_patterns):1232; curr precision: 0.8769; curr recall: 0.3503; curr f1: 0.5006; curr tp: 38231; curr fp: 5366; curr fn: 70920; curr tn: 1557812; precision of pattern: 0.9032; tp, abs. recall of pattern: 824; pattern: ('DEP_advmod', '_OPOS_J', "SYNSET('REASONABLY.R.01')"); pattern type: l1
len(selected_patterns):1233; curr precision: 0.8767; curr recall: 0.3519; curr f1: 0.5022; curr tp: 38410; curr fp: 5403; curr fn: 70741; curr tn: 1557775; precision of pattern: 0.899; tp, abs. recall of pattern: 434; pattern: ('SRL_none', 'POS_NN', '_OPOS_J'); pattern type: l1
len(selected_patterns):1234; curr precision: 0.8764; curr recall: 0.3523; curr f1: 0.5026; curr tp: 38456; curr fp: 5423; curr fn: 70695; curr tn: 1557755; precision of pattern: 0.9; tp, abs. recall of pattern: 182; pattern: ('DEP_punct', '_OPOS_J', 'POS_NFP'); pattern type: l1
len(selected_patterns):1235; curr precision: 0.8764; curr recall: 0.3523; curr f1: 0.5026; curr tp: 38458; curr fp: 5425; curr fn: 70693; curr tn: 1557753; precision of pattern: 0.9032; tp, abs. recall of pattern: 135; pattern: ('DEP_obj', 'POS_VBN', "_OSYNSET('DIFFICULTY.N.02')"); pattern type: l1
len(selected_patterns):1236; curr precision: 0.8763; curr recall: 0.3525; curr f1: 0.5027; curr tp: 38471; curr fp: 5432; curr fn: 70680; curr tn: 1557746; precision of pattern: 0.8974; tp, abs. recall of pattern: 120; pattern: ('PROX_near2', 'POS_,', "_OSYNSET('LOVE.V.01')"); pattern type: l1
len(selected_patterns):1237; curr precision: 0.8763; curr recall: 0.3525; curr f1: 0.5027; curr tp: 38474; curr fp: 5432; curr fn: 70677; curr tn: 1557746; precision of pattern: 0.9032; tp, abs. recall of pattern: 115; pattern: ('PROX_near1', 'POS_VBP', "_OSYNSET('HAPPY.A.01')"); pattern type: l1
len(selected_patterns):1238; curr precision: 0.8763; curr recall: 0.3525; curr f1: 0.5028; curr tp: 38478; curr fp: 5434; curr fn: 70673; curr tn: 1557744; precision of pattern: 0.9024; tp, abs. recall of pattern: 115; pattern: ('SRL_arg2', 'POS_VB', "_OSYNSET('HAPPY.A.01')"); pattern type: l1
len(selected_patterns):1239; curr precision: 0.8761; curr recall: 0.3526; curr f1: 0.5028; curr tp: 38484; curr fp: 5441; curr fn: 70667; curr tn: 1557737; precision of pattern: 0.8966; tp, abs. recall of pattern: 98; pattern: ('DEP_advmod', "SYNSET('WORK.V.01')", '_OPOS_J'); pattern type: l1
len(selected_patterns):1240; curr precision: 0.8761; curr recall: 0.3527; curr f1: 0.503; curr tp: 38501; curr fp: 5444; curr fn: 70650; curr tn: 1557734; precision of pattern: 0.9048; tp, abs. recall of pattern: 84; pattern: ('PROX_near1', "_OSYNSET('CHEAP.A.01')", 'POS_.'); pattern type: l1
len(selected_patterns):1241; curr precision: 0.8761; curr recall: 0.3529; curr f1: 0.5031; curr tp: 38517; curr fp: 5445; curr fn: 70634; curr tn: 1557733; precision of pattern: 0.9; tp, abs. recall of pattern: 59; pattern: ('DEP_nsubj', '_OPOS_J', "SYNSET('RAINCOAT.N.01')"); pattern type: l1
len(selected_patterns):1242; curr precision: 0.8762; curr recall: 0.353; curr f1: 0.5032; curr tp: 38530; curr fp: 5445; curr fn: 70621; curr tn: 1557733; precision of pattern: 0.9; tp, abs. recall of pattern: 39; pattern: ('DEP_conj', '_OPOS_J', "SYNSET('HAVE.V.01')"); pattern type: l1
len(selected_patterns):1243; curr precision: 0.8762; curr recall: 0.353; curr f1: 0.5033; curr tp: 38533; curr fp: 5446; curr fn: 70618; curr tn: 1557732; precision of pattern: 0.9; tp, abs. recall of pattern: 38; pattern: ('DEP_conj', 'POS_JJ', "_OSYNSET('LOVE.V.01')"); pattern type: l1
len(selected_patterns):1244; curr precision: 0.8761; curr recall: 0.3531; curr f1: 0.5033; curr tp: 38542; curr fp: 5452; curr fn: 70609; curr tn: 1557726; precision of pattern: 0.9; tp, abs. recall of pattern: 30; pattern: ('DEP_advmod', '_OPOS_J', "SYNSET('ALWAYS.R.01')"); pattern type: l1
len(selected_patterns):1245; curr precision: 0.8761; curr recall: 0.3532; curr f1: 0.5035; curr tp: 38555; curr fp: 5453; curr fn: 70596; curr tn: 1557725; precision of pattern: 0.9; tp, abs. recall of pattern: 25; pattern: ('DEP_cop', "_OSYNSET('DIFFICULTY.N.03')", "SYNSET('EQUAL.V.01')"); pattern type: l1
len(selected_patterns):1246; curr precision: 0.8759; curr recall: 0.3533; curr f1: 0.5035; curr tp: 38566; curr fp: 5462; curr fn: 70585; curr tn: 1557716; precision of pattern: 0.9; tp, abs. recall of pattern: 20; pattern: ('DEP_nsubj:pass', "_OSYNSET('CHANGE.V.02')", 'POS_NN'); pattern type: l1
len(selected_patterns):1247; curr precision: 0.8759; curr recall: 0.3534; curr f1: 0.5036; curr tp: 38571; curr fp: 5467; curr fn: 70580; curr tn: 1557711; precision of pattern: 0.9; tp, abs. recall of pattern: 12; pattern: ('DEP_advcl', '_OPOS_J', 'POS_NNP'); pattern type: l1
len(selected_patterns):1248; curr precision: 0.865; curr recall: 0.3793; curr f1: 0.5273; curr tp: 41398; curr fp: 6463; curr fn: 67753; curr tn: 1556715; precision of pattern: 0.8856; tp, abs. recall of pattern: 13970; pattern: ('DEP_cop', '_OPOS_J', 'POS_VBZ'); pattern type: l1
len(selected_patterns):1249; curr precision: 0.8643; curr recall: 0.3803; curr f1: 0.5282; curr tp: 41515; curr fp: 6516; curr fn: 67636; curr tn: 1556662; precision of pattern: 0.8872; tp, abs. recall of pattern: 2697; pattern: ('PROX_near1', "SYNSET('EXIST.V.01')", '_OPOS_J'); pattern type: l1
len(selected_patterns):1250; curr precision: 0.8637; curr recall: 0.3857; curr f1: 0.5333; curr tp: 42099; curr fp: 6643; curr fn: 67052; curr tn: 1556535; precision of pattern: 0.888; tp, abs. recall of pattern: 1508; pattern: ('DEP_nsubj', '_OPOS_J', 'POS_NNS'); pattern type: l1
len(selected_patterns):1251; curr precision: 0.8631; curr recall: 0.3863; curr f1: 0.5337; curr tp: 42162; curr fp: 6689; curr fn: 66989; curr tn: 1556489; precision of pattern: 0.8919; tp, abs. recall of pattern: 533; pattern: ('DEP_advmod', '_OPOS_J', "SYNSET('BESIDES.R.02')"); pattern type: l1
len(selected_patterns):1252; curr precision: 0.863; curr recall: 0.3863; curr f1: 0.5337; curr tp: 42165; curr fp: 6692; curr fn: 66986; curr tn: 1556486; precision of pattern: 0.8889; tp, abs. recall of pattern: 341; pattern: ('DEP_advmod', "_OSYNSET('LOVE.V.01')", 'POS_RB'); pattern type: l1
len(selected_patterns):1253; curr precision: 0.8626; curr recall: 0.3866; curr f1: 0.5339; curr tp: 42200; curr fp: 6720; curr fn: 66951; curr tn: 1556458; precision of pattern: 0.8889; tp, abs. recall of pattern: 184; pattern: ('DEP_advcl', '_OPOS_J', "SYNSET('EXPLOIT.V.01')"); pattern type: l1
len(selected_patterns):1254; curr precision: 0.8626; curr recall: 0.3866; curr f1: 0.5339; curr tp: 42202; curr fp: 6723; curr fn: 66949; curr tn: 1556455; precision of pattern: 0.8936; tp, abs. recall of pattern: 160; pattern: ('SRL_arg1', "_OSYNSET('LOVE.V.01')", 'POS_NNS'); pattern type: l1
len(selected_patterns):1255; curr precision: 0.8626; curr recall: 0.3867; curr f1: 0.534; curr tp: 42207; curr fp: 6723; curr fn: 66944; curr tn: 1556455; precision of pattern: 0.8947; tp, abs. recall of pattern: 94; pattern: ('PROX_near2', 'POS_RB', "_OSYNSET('DIFFICULTY.N.02')"); pattern type: l1
len(selected_patterns):1256; curr precision: 0.8623; curr recall: 0.3869; curr f1: 0.5341; curr tp: 42230; curr fp: 6746; curr fn: 66921; curr tn: 1556432; precision of pattern: 0.8947; tp, abs. recall of pattern: 91; pattern: ('PROX_near2', "SYNSET('ELECTRONIC_DEVICE.N.01')", '_OPOS_J'); pattern type: l1
len(selected_patterns):1257; curr precision: 0.8623; curr recall: 0.3869; curr f1: 0.5342; curr tp: 42234; curr fp: 6747; curr fn: 66917; curr tn: 1556431; precision of pattern: 0.8889; tp, abs. recall of pattern: 85; pattern: ('PROX_near2', 'POS_VBD', "_OSYNSET('DIFFICULTY.N.02')"); pattern type: l1
len(selected_patterns):1258; curr precision: 0.8623; curr recall: 0.3876; curr f1: 0.5348; curr tp: 42311; curr fp: 6757; curr fn: 66840; curr tn: 1556421; precision of pattern: 0.8889; tp, abs. recall of pattern: 80; pattern: ('PROX_near1', "_OSYNSET('NOT.R.01')", "SYNSET('CAPTURE.V.02')"); pattern type: l1
len(selected_patterns):1259; curr precision: 0.8623; curr recall: 0.3877; curr f1: 0.5349; curr tp: 42315; curr fp: 6757; curr fn: 66836; curr tn: 1556421; precision of pattern: 0.8947; tp, abs. recall of pattern: 79; pattern: ('PROX_near1', 'POS_VBZ', "_OSYNSET('CHEAP.A.01')"); pattern type: l1
